Gene	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
YALI0_D03960g	4952.CAG83685	1.29E-263	738	KOG0610@1|root,KOG0610@2759|Eukaryota,38ERQ@33154|Opisthokonta,3NUP7@4751|Fungi,3QMER@4890|Ascomycota,3RRQ4@4891|Saccharomycetes	4891|Saccharomycetes	T	to Saccharomyces cerevisiae KIN82 (YCR091W) and YNR047W	-	GO:0000749,GO:0003674,GO:0003824,GO:0004672,GO:0004674,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005886,GO:0005937,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006811,GO:0006820,GO:0006869,GO:0007154,GO:0007165,GO:0008150,GO:0008152,GO:0009987,GO:0010033,GO:0010876,GO:0015711,GO:0015748,GO:0015914,GO:0016020,GO:0016043,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0019236,GO:0019538,GO:0023052,GO:0030427,GO:0031136,GO:0031137,GO:0031139,GO:0032368,GO:0032370,GO:0032879,GO:0033036,GO:0034204,GO:0035556,GO:0036211,GO:0042221,GO:0042995,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043269,GO:0043270,GO:0043332,GO:0043412,GO:0043900,GO:0043902,GO:0044070,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044463,GO:0044464,GO:0045332,GO:0046777,GO:0046999,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0050896,GO:0051049,GO:0051050,GO:0051128,GO:0051130,GO:0051179,GO:0051234,GO:0051286,GO:0051716,GO:0061024,GO:0061091,GO:0061092,GO:0065007,GO:0065008,GO:0070887,GO:0071310,GO:0071444,GO:0071702,GO:0071704,GO:0071840,GO:0071944,GO:0097035,GO:0120025,GO:0120038,GO:0140096,GO:1901564,GO:1903793,GO:1905952,GO:1905954,GO:2000241,GO:2000243,GO:2001138,GO:2001140	-	ko:K08286	-	-	-	-	ko00000,ko01000	-	-	-	Pkinase
YALI0_D04114g	4952.CAG83691	9.31E-50	161	KOG4680@1|root,KOG4680@2759|Eukaryota,3A444@33154|Opisthokonta,3P3WJ@4751|Fungi,3QW4K@4890|Ascomycota,3RUX0@4891|Saccharomycetes	4891|Saccharomycetes	S	Phosphatidylglycerol phosphatidylinositol transfer protein	NPC2	GO:0000322,GO:0000323,GO:0000324,GO:0000328,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005773,GO:0005775,GO:0006810,GO:0006869,GO:0008150,GO:0010876,GO:0015850,GO:0015918,GO:0031974,GO:0032365,GO:0032366,GO:0033036,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0044422,GO:0044424,GO:0044437,GO:0044444,GO:0044446,GO:0044464,GO:0046907,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0070013,GO:0071702	-	-	-	-	-	-	-	-	-	-	E1_DerP2_DerF2
YALI0_D05041g	4952.CAG83740	0	1434	COG4178@1|root,KOG0064@2759|Eukaryota,38B9E@33154|Opisthokonta,3NUQ7@4751|Fungi,3QNY0@4890|Ascomycota,3RSTK@4891|Saccharomycetes	4891|Saccharomycetes	I	to Saccharomyces cerevisiae PXA1 (YPL147W)	PXA1	GO:0003674,GO:0003824,GO:0005215,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005777,GO:0005778,GO:0005779,GO:0006810,GO:0006811,GO:0006820,GO:0006869,GO:0008150,GO:0010876,GO:0015399,GO:0015405,GO:0015711,GO:0015718,GO:0015849,GO:0015908,GO:0016020,GO:0016021,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0022804,GO:0022857,GO:0031090,GO:0031224,GO:0031231,GO:0031300,GO:0031301,GO:0031903,GO:0033036,GO:0042579,GO:0042623,GO:0042626,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043492,GO:0044422,GO:0044424,GO:0044425,GO:0044438,GO:0044439,GO:0044444,GO:0044446,GO:0044464,GO:0046942,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0098588,GO:0098805	-	ko:K15628	ko02010,ko04146,map02010,map04146	-	-	-	ko00000,ko00001,ko02000	3.A.1.203.2,3.A.1.203.6	-	-	ABC_membrane_2,ABC_tran
YALI0_D06655g	4952.CAG83805	7.23E-134	395	KOG3566@1|root,KOG3566@2759|Eukaryota,38BKS@33154|Opisthokonta,3NX1D@4751|Fungi,3QMBM@4890|Ascomycota,3RT3Q@4891|Saccharomycetes	4891|Saccharomycetes	O	to Saccharomyces cerevisiae GAA1 (YLR088W)	-	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005789,GO:0006464,GO:0006497,GO:0006505,GO:0006506,GO:0006629,GO:0006643,GO:0006644,GO:0006650,GO:0006661,GO:0006664,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008610,GO:0008654,GO:0009058,GO:0009059,GO:0009247,GO:0009987,GO:0012505,GO:0016020,GO:0016021,GO:0016255,GO:0019538,GO:0019637,GO:0030176,GO:0031224,GO:0031227,GO:0031984,GO:0032991,GO:0034645,GO:0036211,GO:0042157,GO:0042158,GO:0042175,GO:0042765,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044260,GO:0044267,GO:0044422,GO:0044424,GO:0044425,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0045017,GO:0046467,GO:0046474,GO:0046486,GO:0046488,GO:0071704,GO:0090407,GO:0098796,GO:0098827,GO:1901135,GO:1901137,GO:1901564,GO:1901566,GO:1901576,GO:1902494,GO:1903509	-	ko:K05289	ko00563,ko01100,map00563,map01100	-	-	-	ko00000,ko00001	-	-	-	Gaa1
YALI0_D07546g	4952.CAG83844	3.72E-74	224	COG5230@1|root,KOG3303@2759|Eukaryota,38EB2@33154|Opisthokonta,3NY0T@4751|Fungi,3QQC8@4890|Ascomycota,3RRY5@4891|Saccharomycetes	4891|Saccharomycetes	L	DNA replication complex GINS protein PSF1	PSF1	GO:0000228,GO:0000278,GO:0000724,GO:0000725,GO:0000727,GO:0000811,GO:0003674,GO:0003678,GO:0003824,GO:0004386,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005657,GO:0005694,GO:0006139,GO:0006259,GO:0006260,GO:0006261,GO:0006271,GO:0006281,GO:0006302,GO:0006310,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0006996,GO:0007049,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0016043,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017111,GO:0022402,GO:0022616,GO:0031261,GO:0031298,GO:0031974,GO:0031981,GO:0032392,GO:0032508,GO:0032991,GO:0032993,GO:0033260,GO:0033554,GO:0034641,GO:0034645,GO:0043138,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043596,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044446,GO:0044451,GO:0044454,GO:0044464,GO:0044786,GO:0046483,GO:0050896,GO:0051276,GO:0051716,GO:0070013,GO:0071103,GO:0071162,GO:0071704,GO:0071840,GO:0090304,GO:0140097,GO:1901360,GO:1901576,GO:1902296,GO:1902319,GO:1902969,GO:1902983,GO:1903047	-	ko:K10732	-	M00286	-	-	ko00000,ko00002,ko03032	-	-	-	Sld5
YALI0_D07986g	4952.CAG83860	9.18E-233	645	COG5600@1|root,KOG2688@2759|Eukaryota,38J54@33154|Opisthokonta,3NZE0@4751|Fungi,3QS7N@4890|Ascomycota,3RTFR@4891|Saccharomycetes	4891|Saccharomycetes	D	to Saccharomyces cerevisiae THP1 (YOL072W)	-	GO:0000278,GO:0000281,GO:0000282,GO:0000910,GO:0000956,GO:0000972,GO:0000973,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003723,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005635,GO:0006139,GO:0006259,GO:0006281,GO:0006283,GO:0006289,GO:0006351,GO:0006354,GO:0006366,GO:0006368,GO:0006396,GO:0006397,GO:0006401,GO:0006402,GO:0006403,GO:0006405,GO:0006406,GO:0006611,GO:0006725,GO:0006807,GO:0006810,GO:0006886,GO:0006913,GO:0006950,GO:0006974,GO:0006996,GO:0007049,GO:0007163,GO:0008104,GO:0008150,GO:0008152,GO:0008298,GO:0009056,GO:0009057,GO:0009058,GO:0009059,GO:0009892,GO:0009987,GO:0010467,GO:0010468,GO:0010605,GO:0010629,GO:0012505,GO:0015031,GO:0015833,GO:0015931,GO:0016043,GO:0016070,GO:0016071,GO:0016973,GO:0018130,GO:0019222,GO:0019438,GO:0019439,GO:0022402,GO:0030010,GO:0031123,GO:0031124,GO:0031503,GO:0031967,GO:0031975,GO:0032774,GO:0032991,GO:0033036,GO:0033554,GO:0034613,GO:0034641,GO:0034645,GO:0034654,GO:0034655,GO:0042886,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044260,GO:0044265,GO:0044270,GO:0044271,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044464,GO:0045184,GO:0046483,GO:0046700,GO:0046907,GO:0048519,GO:0050657,GO:0050658,GO:0050789,GO:0050896,GO:0051028,GO:0051168,GO:0051169,GO:0051179,GO:0051234,GO:0051236,GO:0051276,GO:0051301,GO:0051641,GO:0051649,GO:0051716,GO:0060255,GO:0061640,GO:0065007,GO:0070390,GO:0070727,GO:0071025,GO:0071027,GO:0071028,GO:0071033,GO:0071166,GO:0071426,GO:0071427,GO:0071702,GO:0071704,GO:0071705,GO:0071840,GO:0090304,GO:0097159,GO:0097659,GO:1901360,GO:1901361,GO:1901362,GO:1901363,GO:1901575,GO:1901576,GO:1903047	-	-	-	-	-	-	-	-	-	-	PCI
YALI0_D08250g	4952.CAG83869	0	964	COG2937@1|root,KOG3730@2759|Eukaryota,38CW0@33154|Opisthokonta,3NUW6@4751|Fungi,3QMQW@4890|Ascomycota,3RXNW@4891|Saccharomycetes	4891|Saccharomycetes	I	Phosphate acyltransferases	-	-	-	-	-	-	-	-	-	-	-	-	Acyltransferase
YALI0_D08492g	4952.CAG80513	4.8E-293	833	KOG1075@1|root,KOG1075@2759|Eukaryota,3A50K@33154|Opisthokonta,3P4T5@4751|Fungi,3QYV3@4890|Ascomycota,3RWCC@4891|Saccharomycetes	4891|Saccharomycetes	S	Reverse transcriptase (RNA-dependent DNA polymerase)	-	-	-	-	-	-	-	-	-	-	-	-	RVT_1
YALI0_D08800g	4952.CAG83887	2.22E-227	654	2DINJ@1|root,2S5Z0@2759|Eukaryota,39JB8@33154|Opisthokonta,3Q3N1@4751|Fungi,3RKPW@4890|Ascomycota,3RUVJ@4891|Saccharomycetes	4891|Saccharomycetes	S	RhoGEF domain	-	-	-	-	-	-	-	-	-	-	-	-	RhoGEF
YALI0_D08822g	4952.CAG83889	8.19E-166	465	COG0233@1|root,KOG4759@2759|Eukaryota,3A000@33154|Opisthokonta,3P3IM@4751|Fungi,3QU9N@4890|Ascomycota,3RU5A@4891|Saccharomycetes	4891|Saccharomycetes	J	Necessary for protein synthesis in mitochondria. Function as a ribosome recycling factor in mitochondria (By similarity)	RRF1	GO:0003674,GO:0003676,GO:0003723,GO:0003747,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0006412,GO:0006415,GO:0006518,GO:0006807,GO:0008079,GO:0008135,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016043,GO:0019538,GO:0022411,GO:0032543,GO:0032984,GO:0034641,GO:0034645,GO:0043021,GO:0043023,GO:0043043,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043603,GO:0043604,GO:0043624,GO:0043933,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0044877,GO:0071704,GO:0071840,GO:0097159,GO:0140053,GO:1901363,GO:1901564,GO:1901566,GO:1901576	-	ko:K02838	-	-	-	-	ko00000,ko03012	-	-	-	RRF
YALI0_D09119g	4952.CAG83898	2.7E-266	748	COG5059@1|root,KOG0240@2759|Eukaryota,38BVM@33154|Opisthokonta,3NWJ6@4751|Fungi,3QN4V@4890|Ascomycota,3RTYC@4891|Saccharomycetes	4891|Saccharomycetes	Z	Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family	-	-	-	ko:K10396	ko04144,ko04728,map04144,map04728	-	-	-	ko00000,ko00001,ko04131,ko04147,ko04812	-	-	-	Kinesin
YALI0_D09911g	4952.CAG83927	0	944	COG5108@1|root,KOG1038@2759|Eukaryota,38EAY@33154|Opisthokonta,3NU1C@4751|Fungi,3QN4S@4890|Ascomycota,3RS68@4891|Saccharomycetes	4891|Saccharomycetes	KL	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates	RPO41	GO:0000002,GO:0000428,GO:0000959,GO:0003674,GO:0003824,GO:0003896,GO:0003899,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005759,GO:0006139,GO:0006259,GO:0006260,GO:0006261,GO:0006269,GO:0006351,GO:0006390,GO:0006725,GO:0006807,GO:0006996,GO:0007005,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009295,GO:0009987,GO:0010467,GO:0016043,GO:0016070,GO:0016740,GO:0016772,GO:0016779,GO:0018130,GO:0019438,GO:0030880,GO:0031974,GO:0032774,GO:0032991,GO:0034062,GO:0034245,GO:0034641,GO:0034645,GO:0034654,GO:0042645,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044422,GO:0044424,GO:0044429,GO:0044444,GO:0044446,GO:0044464,GO:0046483,GO:0061695,GO:0070013,GO:0071704,GO:0071840,GO:0090304,GO:0097659,GO:0097747,GO:0098798,GO:0140053,GO:0140098,GO:1901360,GO:1901362,GO:1901576,GO:1902494,GO:1990234	2.7.7.6	ko:K10908	-	-	-	-	ko00000,ko01000,ko03029	-	-	-	RNA_pol,RPOL_N
YALI0_D09933g	4952.CAG83927	3.42E-232	676	COG5108@1|root,KOG1038@2759|Eukaryota,38EAY@33154|Opisthokonta,3NU1C@4751|Fungi,3QN4S@4890|Ascomycota,3RS68@4891|Saccharomycetes	4891|Saccharomycetes	KL	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates	RPO41	GO:0000002,GO:0000428,GO:0000959,GO:0003674,GO:0003824,GO:0003896,GO:0003899,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005759,GO:0006139,GO:0006259,GO:0006260,GO:0006261,GO:0006269,GO:0006351,GO:0006390,GO:0006725,GO:0006807,GO:0006996,GO:0007005,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009295,GO:0009987,GO:0010467,GO:0016043,GO:0016070,GO:0016740,GO:0016772,GO:0016779,GO:0018130,GO:0019438,GO:0030880,GO:0031974,GO:0032774,GO:0032991,GO:0034062,GO:0034245,GO:0034641,GO:0034645,GO:0034654,GO:0042645,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044422,GO:0044424,GO:0044429,GO:0044444,GO:0044446,GO:0044464,GO:0046483,GO:0061695,GO:0070013,GO:0071704,GO:0071840,GO:0090304,GO:0097659,GO:0097747,GO:0098798,GO:0140053,GO:0140098,GO:1901360,GO:1901362,GO:1901576,GO:1902494,GO:1990234	2.7.7.6	ko:K10908	-	-	-	-	ko00000,ko01000,ko03029	-	-	-	RNA_pol,RPOL_N
YALI0_D14740g	4952.CAG84094	9.16E-47	156	COG2016@1|root,KOG2523@2759|Eukaryota,38F8J@33154|Opisthokonta,3P146@4751|Fungi,3QUG0@4890|Ascomycota,3RTV7@4891|Saccharomycetes	4891|Saccharomycetes	J	Translation machinery-associated protein 20	TMA20	GO:0001731,GO:0002181,GO:0002183,GO:0002188,GO:0003674,GO:0003676,GO:0003723,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006413,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015935,GO:0016043,GO:0019538,GO:0022607,GO:0022613,GO:0022618,GO:0022626,GO:0022627,GO:0032991,GO:0034622,GO:0034641,GO:0034645,GO:0042254,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0065003,GO:0071704,GO:0071826,GO:0071840,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904	-	ko:K07575	-	-	-	-	ko00000	-	-	-	DUF1947,PUA
YALI0_D14762g	4952.CAG84095	1.01E-248	693	COG2319@1|root,KOG0284@2759|Eukaryota,38BFJ@33154|Opisthokonta,3NUVK@4751|Fungi,3QJEE@4890|Ascomycota,3RSI5@4891|Saccharomycetes	4891|Saccharomycetes	A	Required for 3'-end cleavage and polyadenylation of pre- mRNAs. Also involved in chromosome segregation where it has a role in chromosome attachment to the mitotic spindle (By similarity)	PFS2	GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005847,GO:0005849,GO:0006139,GO:0006378,GO:0006379,GO:0006396,GO:0006397,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0010467,GO:0016070,GO:0016071,GO:0031123,GO:0031124,GO:0031974,GO:0031981,GO:0032991,GO:0034641,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043631,GO:0044237,GO:0044238,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044451,GO:0044464,GO:0046483,GO:0070013,GO:0071704,GO:0090304,GO:0090305,GO:0090501,GO:0098787,GO:0098789,GO:1901360	-	ko:K15542	ko03015,map03015	-	-	-	ko00000,ko00001,ko03019	-	-	-	WD40
YALI0_D15070g	4952.CAG84108	2.1E-136	410	KOG2175@1|root,KOG2175@2759|Eukaryota,38EYR@33154|Opisthokonta,3NV03@4751|Fungi,3QK2A@4890|Ascomycota,3RTNS@4891|Saccharomycetes	4891|Saccharomycetes	G	Core regulatory subunit of the histone H2A phosphatase complex, which dephosphorylates H2AS128ph (gamma-H2A) that has been displaced from sites of DNA lesions in the double-stranded DNA break repair process. Dephosphorylation is necessary for efficient recovery from the DNA damage checkpoint (By similarity)	PSY2	GO:0000003,GO:0000075,GO:0003674,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006282,GO:0006464,GO:0006470,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0006974,GO:0007049,GO:0007154,GO:0007165,GO:0008150,GO:0008152,GO:0008287,GO:0009893,GO:0009966,GO:0009968,GO:0009987,GO:0010564,GO:0010604,GO:0010639,GO:0010646,GO:0010648,GO:0010921,GO:0010948,GO:0016311,GO:0019208,GO:0019219,GO:0019220,GO:0019222,GO:0019538,GO:0019888,GO:0022402,GO:0022414,GO:0023051,GO:0023052,GO:0023057,GO:0030234,GO:0030289,GO:0031323,GO:0031325,GO:0031399,GO:0032268,GO:0032991,GO:0033043,GO:0033313,GO:0033554,GO:0035303,GO:0035304,GO:0035556,GO:0036211,GO:0040020,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0043666,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044464,GO:0045739,GO:0045786,GO:0045787,GO:0045835,GO:0045935,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048583,GO:0048584,GO:0048585,GO:0050789,GO:0050790,GO:0050794,GO:0050896,GO:0051052,GO:0051054,GO:0051128,GO:0051129,GO:0051171,GO:0051173,GO:0051174,GO:0051246,GO:0051321,GO:0051336,GO:0051445,GO:0051447,GO:0051598,GO:0051716,GO:0051726,GO:0051783,GO:0051784,GO:0060255,GO:0065007,GO:0065008,GO:0065009,GO:0071704,GO:0072395,GO:0072411,GO:0072462,GO:0080090,GO:0080134,GO:0080135,GO:0098772,GO:1901564,GO:1901976,GO:1901977,GO:1902494,GO:1902659,GO:1902660,GO:1903046,GO:1903293,GO:2000001,GO:2000002,GO:2000241,GO:2000242,GO:2000779,GO:2000781,GO:2001020,GO:2001021,GO:2001022,GO:2001032,GO:2001034	-	ko:K17491	ko04212,ko04922,map04212,map04922	-	-	-	ko00000,ko00001,ko01009,ko03400	-	-	-	SMK-1
YALI0_D15334g	4952.CAG84116	1.26E-296	821	COG5407@1|root,KOG0721@2759|Eukaryota,38CNP@33154|Opisthokonta,3NVTY@4751|Fungi,3QQEE@4890|Ascomycota,3RR0J@4891|Saccharomycetes	4891|Saccharomycetes	U	to Saccharomyces cerevisiae SEC63 (YOR254C)	SEC63	GO:0003674,GO:0005215,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005783,GO:0005789,GO:0005791,GO:0006605,GO:0006612,GO:0006613,GO:0006614,GO:0006620,GO:0006810,GO:0006886,GO:0008104,GO:0008150,GO:0008565,GO:0012505,GO:0015031,GO:0015833,GO:0016020,GO:0016021,GO:0030867,GO:0031090,GO:0031204,GO:0031205,GO:0031207,GO:0031224,GO:0031984,GO:0032991,GO:0033036,GO:0033365,GO:0034613,GO:0042175,GO:0042886,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044425,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0045047,GO:0045184,GO:0046907,GO:0046967,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0055085,GO:0065002,GO:0070727,GO:0070972,GO:0071702,GO:0071705,GO:0071806,GO:0072594,GO:0072599,GO:0072657,GO:0090150,GO:0098588,GO:0098796,GO:0098827	-	ko:K09540	ko03060,ko04141,map03060,map04141	-	-	-	ko00000,ko00001,ko02044,ko03110	3.A.5.8,3.A.5.9	-	-	DnaJ
YALI0_D16643g	4952.CAG84161	0	984	KOG2347@1|root,KOG2347@2759|Eukaryota,38C3S@33154|Opisthokonta,3NU6Y@4751|Fungi,3QNDJ@4890|Ascomycota,3RSAZ@4891|Saccharomycetes	4891|Saccharomycetes	U	to Saccharomyces cerevisiae SEC5 (YDR166C)	SEC5	GO:0000131,GO:0000145,GO:0001927,GO:0005575,GO:0005622,GO:0005623,GO:0005628,GO:0005737,GO:0005933,GO:0005934,GO:0005935,GO:0005937,GO:0005938,GO:0006810,GO:0006887,GO:0006892,GO:0006893,GO:0006903,GO:0006904,GO:0006996,GO:0007029,GO:0008150,GO:0009987,GO:0010256,GO:0016020,GO:0016043,GO:0016192,GO:0022406,GO:0022607,GO:0030427,GO:0032940,GO:0032991,GO:0034622,GO:0042763,GO:0042764,GO:0042995,GO:0043332,GO:0043933,GO:0044085,GO:0044424,GO:0044444,GO:0044448,GO:0044463,GO:0044464,GO:0046903,GO:0048193,GO:0048278,GO:0048308,GO:0048309,GO:0051179,GO:0051234,GO:0051286,GO:0051640,GO:0051641,GO:0051648,GO:0051649,GO:0051650,GO:0051656,GO:0065003,GO:0071840,GO:0071944,GO:0090522,GO:0098876,GO:0099022,GO:0099023,GO:0099568,GO:0120025,GO:0120038,GO:0140029,GO:0140056	-	ko:K17637	ko04014,map04014	-	-	-	ko00000,ko00001,ko04131	-	-	-	Sec5
YALI0_D17776g	4952.CAG84221	3.6E-194	561	COG5021@1|root,KOG0942@2759|Eukaryota,38D0N@33154|Opisthokonta,3NTYZ@4751|Fungi,3QQF1@4890|Ascomycota,3RSGB@4891|Saccharomycetes	4891|Saccharomycetes	O	to Saccharomyces cerevisiae HUL5 (YGL141W)	HUL5	GO:0000209,GO:0000502,GO:0003674,GO:0003824,GO:0004842,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0006464,GO:0006508,GO:0006511,GO:0006807,GO:0006950,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009987,GO:0010033,GO:0010243,GO:0010498,GO:0010992,GO:0010994,GO:0016043,GO:0016567,GO:0016740,GO:0019538,GO:0019725,GO:0019787,GO:0019941,GO:0022607,GO:0030163,GO:0030433,GO:0032446,GO:0032991,GO:0033554,GO:0034450,GO:0034622,GO:0034976,GO:0036211,GO:0036503,GO:0042221,GO:0042592,GO:0043161,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0043632,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044248,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0044424,GO:0044464,GO:0050896,GO:0051258,GO:0051603,GO:0051716,GO:0061630,GO:0061659,GO:0065003,GO:0065007,GO:0065008,GO:0070647,GO:0071704,GO:0071840,GO:0140096,GO:1901564,GO:1901565,GO:1901575,GO:1901698,GO:1902494,GO:1905368,GO:1905369	2.3.2.26	ko:K10589	ko04120,map04120	-	-	-	ko00000,ko00001,ko01000,ko04121	-	-	-	HECT
YALI0_E00902g	4952.CAG83547	0	1158	COG0584@1|root,COG0666@1|root,COG5036@1|root,KOG0504@2759|Eukaryota,KOG1161@2759|Eukaryota,KOG2421@2759|Eukaryota,38C53@33154|Opisthokonta,3NXDY@4751|Fungi,3QM5G@4890|Ascomycota,3RSAM@4891|Saccharomycetes	4891|Saccharomycetes	P	to Saccharomyces cerevisiae PHO81 (YGR233C)	PHO81	GO:0001932,GO:0001933,GO:0003674,GO:0004857,GO:0004860,GO:0004861,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005794,GO:0005829,GO:0005886,GO:0006469,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0009892,GO:0009987,GO:0010563,GO:0010605,GO:0012505,GO:0016020,GO:0016538,GO:0019207,GO:0019210,GO:0019220,GO:0019222,GO:0019887,GO:0030234,GO:0030291,GO:0031323,GO:0031324,GO:0031399,GO:0031400,GO:0032268,GO:0032269,GO:0033673,GO:0042325,GO:0042326,GO:0043086,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043549,GO:0044092,GO:0044237,GO:0044424,GO:0044444,GO:0044464,GO:0045859,GO:0045936,GO:0048519,GO:0048523,GO:0050789,GO:0050790,GO:0050794,GO:0051171,GO:0051172,GO:0051174,GO:0051246,GO:0051248,GO:0051338,GO:0051348,GO:0060255,GO:0065007,GO:0065009,GO:0071900,GO:0071901,GO:0071944,GO:0080090,GO:0098772	-	ko:K06653	ko04111,map04111	-	-	-	ko00000,ko00001	-	-	-	Ank_2,Ank_4,GDPD,SPX
