#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
"chromosome VII","NC_001139.9",1067222,1068991,"-",853204,"IMA1","YGR287C","NP_011803.3",589,"oligo-1,6-glucosidase IMA1"
"chromosome VII","NC_001139.9",1070293,1071714,"+",853205,"MAL13","YGR288W","NP_011804.1",473,"transcription factor MAL13"
"chromosome VII","NC_001139.9",1073963,1075813,"-",853207,"MAL11","YGR289C","NP_011805.3",616,"alpha-glucoside permease"
"chromosome VII","NC_001139.9",1076599,1078353,"+",853209,"MAL12","YGR292W","NP_011808.3",584,"alpha-glucosidase MAL12"
"chromosome VII","NC_001139.9",1080306,1080668,"+",853210,"PAU12","YGR294W","NP_011810.1",120,"seripauperin PAU12"
"chromosome VII","NC_001139.9",1081584,1082729,"-",853212,"COS6","YGR295C","NP_011811.1",381,"Cos6p"
"chromosome VII","NC_001139.9",1084864,1090591,"+",853213,"YRF1-3","YGR296W","NP_011812.3",1859,"Y\\' element ATP-dependent helicase protein 1 copy 3"
"chromosome XI","NC_001143.9",1810,2181,"-",853656,"PAU16","YKL224C","NP_012698.1",123,"seripauperin PAU16"
"chromosome XI","NC_001143.9",3503,5620,"-",853658,,"YKL222C","NP_012700.1",705,"uncharacterized protein YKL222C"
"chromosome XI","NC_001143.9",6107,7528,"+",853659,"MCH2","YKL221W","NP_012701.2",473,"Mch2p"
"chromosome XI","NC_001143.9",9091,11226,"-",853660,"FRE2","YKL220C","NP_012702.1",711,"ferric/cupric-chelate reductase"
"chromosome XI","NC_001143.9",14485,15708,"+",853661,"COS9","YKL219W","NP_012703.1",407,"Cos9p"
"chromosome XI","NC_001143.9",17359,18339,"-",853662,"SRY1","YKL218C","NP_012704.1",326,"threo-3-hydroxy-L-aspartate ammonia-lyase SRY1"
"chromosome XI","NC_001143.9",22234,24084,"+",853663,"JEN1","YKL217W","NP_012705.1",616,"Jen1p"
"chromosome XI","NC_001143.9",25215,26159,"+",853664,"URA1","YKL216W","NP_012706.1",314,"dihydroorotate dehydrogenase"
"chromosome XI","NC_001143.9",26827,30687,"-",853665,"OXP1","YKL215C","NP_012707.1",1286,"5-oxoprolinase"
"chromosome XI","NC_001143.9",31082,31693,"-",853666,"YRA2","YKL214C","NP_012708.1",203,"Yra2p"
"chromosome XI","NC_001143.9",31960,34107,"-",853667,"DOA1","YKL213C","NP_012709.1",715,"Doa1p"
"chromosome XI","NC_001143.9",34543,36414,"+",853668,"SAC1","YKL212W","NP_012710.1",623,"phosphatidylinositol-3-phosphatase SAC1"
"chromosome XI","NC_001143.9",36699,38153,"-",853669,"TRP3","YKL211C","NP_012711.1",484,"bifunctional anthranilate synthase/indole-3-glycerol-phosphate synthase"
"chromosome XI","NC_001143.9",39163,42237,"+",853670,"UBA1","YKL210W","NP_012712.1",1024,"E1 ubiquitin-activating protein UBA1"
"chromosome XI","NC_001143.9",42423,46295,"-",853671,"STE6","YKL209C","NP_012713.1",1290,"ATP-binding cassette a-factor transporter STE6"
"chromosome XI","NC_001143.9",47157,47972,"+",853673,"CBT1","YKL208W","NP_012714.1",271,"Cbt1p"
"chromosome XI","NC_001143.9",48194,48955,"+",853628,"EMC3","YKL207W","NP_012715.3",253,"Emc3p"
"chromosome XI","NC_001143.9",49006,49809,"-",853629,"ADD66","YKL206C","NP_012716.1",267,"Add66p"
"chromosome XI","NC_001143.9",50051,53353,"+",853630,"LOS1","YKL205W","NP_012717.1",1100,"Ran GTPase-binding protein LOS1"
"chromosome XI","NC_001143.9",53704,55602,"+",853631,"EAP1","YKL204W","NP_012718.1",632,"Eap1p"
"chromosome XI","NC_001143.9",55935,63359,"-",853632,"TOR2","YKL203C","NP_012719.2",2474,"phosphatidylinositol kinase-related protein kinase TOR2"
"chromosome XI","NC_001143.9",63930,67466,"-",853634,"MNN4","YKL201C","NP_012721.1",1178,"Mnn4p"
"chromosome XI","NC_001143.9",68232,70220,"-",853635,"PTK1","YKL198C","NP_012723.3",662,"putative serine/threonine protein kinase PTK1"
"chromosome XI","NC_001143.9",70734,73865,"-",853636,"PEX1","YKL197C","NP_012724.1",1043,"AAA family ATPase peroxin 1"
"chromosome XI","NC_001143.9",74932,75534,"-",853638,"YKT6","YKL196C","NP_012725.1",200,"palmitoyltransferase YKT6"
"chromosome XI","NC_001143.9",75821,77032,"+",853639,"MIA40","YKL195W","NP_012726.2",403,"Mia40p"
"chromosome XI","NC_001143.9",77258,78646,"-",853640,"MST1","YKL194C","NP_012727.1",462,"threonine--tRNA ligase MST1"
"chromosome XI","NC_001143.9",78866,79882,"-",853641,"SDS22","YKL193C","NP_012728.1",338,"type 1 protein phosphatase-activating protein SDS22"
"chromosome XI","NC_001143.9",80160,80537,"-",853642,"ACP1","YKL192C","NP_012729.1",125,"acyl carrier protein"
"chromosome XI","NC_001143.9",81035,82639,"+",853643,"DPH2","YKL191W","NP_012730.1",534,"2-(3-amino-3-carboxypropyl)histidine synthase"
"chromosome XI","NC_001143.9",82947,83550,"+",853644,"CNB1","YKL190W","NP_012731.1",175,"calcineurin regulatory subunit B"
"chromosome XI","NC_001143.9",84704,85903,"+",853646,"HYM1","YKL189W","NP_012732.1",399,"Hym1p"
"chromosome XI","NC_001143.9",86225,88786,"-",853647,"PXA2","YKL188C","NP_012733.1",853,"ATP-binding cassette long-chain fatty acid transporter PXA2"
"chromosome XI","NC_001143.9",89284,91536,"-",853648,"FAT3","YKL187C","NP_012734.1",750,"Fat3p"
"chromosome XI","NC_001143.9",92744,93298,"-",853649,"MTR2","YKL186C","NP_012735.1",184,"Mtr2p"
"chromosome XI","NC_001143.9",94499,96265,"+",853650,"ASH1","YKL185W","NP_012736.1",588,"DNA-binding transcription repressor ASH1"
"chromosome XI","NC_001143.9",96757,98157,"+",853651,"SPE1","YKL184W","NP_012737.1",466,"ornithine decarboxylase SPE1"
"chromosome XI","NC_001143.9",98395,98607,"-",1500485,,"YKL183C-A","NP_878109.1",70,"uncharacterized protein YKL183C-A"
"chromosome XI","NC_001143.9",98721,99641,"+",853652,"LOT5","YKL183W","NP_012738.1",306,"Lot5p"
"chromosome XI","NC_001143.9",100671,106826,"+",853653,"FAS1","YKL182W","NP_012739.1",2051,"tetrafunctional fatty acid synthase subunit FAS1"
"chromosome XI","NC_001143.9",107316,108599,"+",853654,"PRS1","YKL181W","NP_012740.1",427,"ribose phosphate diphosphokinase subunit PRS1"
"chromosome XI","NC_001143.9",109269,110129,"+",853674,"RPL17A","YKL180W","NP_012741.1",184,"ribosomal 60S subunit protein L17A"
"chromosome XI","NC_001143.9",110464,112503,"-",853675,"COY1","YKL179C","NP_012742.1",679,"Coy1p"
"chromosome XI","NC_001143.9",113215,114627,"-",853677,"STE3","YKL178C","NP_012743.1",470,"Ste3p"
"chromosome XI","NC_001143.9",115500,117986,"-",853678,"LST4","YKL176C","NP_012745.1",828,"Lst4p"
"chromosome XI","NC_001143.9",118793,120304,"+",853679,"ZRT3","YKL175W","NP_012746.1",503,"Zn(2+) transporter ZRT3"
"chromosome XI","NC_001143.9",120380,122236,"-",853680,"TPO5","YKL174C","NP_012747.1",618,"Tpo5p"
"chromosome XI","NC_001143.9",122517,125543,"+",853681,"SNU114","YKL173W","NP_012748.1",1008,"U5 snRNP GTPase SNU114"
"chromosome XI","NC_001143.9",125759,127042,"+",853682,"EBP2","YKL172W","NP_012749.1",427,"Ebp2p"
"chromosome XI","NC_001143.9",127475,130261,"+",853683,"NNK1","YKL171W","NP_012750.1",928,"protein kinase NNK1"
"chromosome XI","NC_001143.9",130634,131050,"+",853684,"MRPL38","YKL170W","NP_012751.1",138,"mitochondrial 54S ribosomal protein YmL38/YmL34"
"chromosome XI","NC_001143.9",131288,133462,"-",853686,"KKQ8","YKL168C","NP_012753.2",724,"putative serine/threonine protein kinase KKQ8"
"chromosome XI","NC_001143.9",133721,134134,"-",853687,"MRP49","YKL167C","NP_012754.1",137,"mitochondrial 54S ribosomal protein MRP49"
"chromosome XI","NC_001143.9",134509,135705,"-",853688,"TPK3","YKL166C","NP_012755.1",398,"cAMP-dependent protein kinase catalytic subunit TPK3"
"chromosome XI","NC_001143.9",137932,140691,"-",853690,"MCD4","YKL165C","NP_012756.1",919,"mannose-ethanolamine phosphotransferase MCD4"
"chromosome XI","NC_001143.9",141794,142819,"-",853692,"PIR1","YKL164C","NP_012757.1",341,"beta-1,3-glucan linked protein"
"chromosome XI","NC_001143.9",144401,145378,"+",853693,"PIR3","YKL163W","NP_012758.1",325,"beta-1,3-glucan linked protein"
"chromosome XI","NC_001143.9",147630,148838,"-",853695,,"YKL162C","NP_012760.1",402,"type II protein arginine methyltransferase"
"chromosome XI","NC_001143.9",149386,150687,"-",853696,"KDX1","YKL161C","NP_012761.1",433,"putative protein kinase KDX1"
"chromosome XI","NC_001143.9",153269,153706,"+",853697,"ELF1","YKL160W","NP_012762.1",145,"Elf1p"
"chromosome XI","NC_001143.9",153816,154451,"-",853698,"RCN1","YKL159C","NP_012763.1",211,"Rcn1p"
"chromosome XI","NC_001143.9",154991,158232,"+",853699,"APE2","YKL157W","NP_012765.3",952,"metallo-aminopeptidase"
"chromosome XI","NC_001143.9",158613,159212,"+",853700,"RPS27A","YKL156W","NP_012766.1",82,"ribosomal 40S subunit protein S27A"
"chromosome XI","NC_001143.9",159456,161342,"-",853701,"RSM22","YKL155C","NP_012767.1",628,"mitochondrial 37S ribosomal protein RSM22"
"chromosome XI","NC_001143.9",161601,162335,"+",853702,"SRP102","YKL154W","NP_012768.1",244,"Signal recognition particle receptor subunit beta"
"chromosome XI","NC_001143.9",163642,164385,"-",853705,"GPM1","YKL152C","NP_012770.1",247,"phosphoglycerate mutase GPM1"
"chromosome XI","NC_001143.9",164917,165930,"-",853706,"NNR2","YKL151C","NP_012771.1",337,"NADHX dehydratase"
"chromosome XI","NC_001143.9",166544,167452,"+",853707,"MCR1","YKL150W","NP_012772.1",302,"cytochrome-b5 reductase"
"chromosome XI","NC_001143.9",167612,168829,"-",853708,"DBR1","YKL149C","NP_012773.1",405,"RNA lariat debranching enzyme"
"chromosome XI","NC_001143.9",169207,171129,"-",853709,"SDH1","YKL148C","NP_012774.1",640,"succinate dehydrogenase flavoprotein subunit SDH1"
"chromosome XI","NC_001143.9",171783,173861,"+",853710,"AVT3","YKL146W","NP_012776.1",692,"Avt3p"
"chromosome XI","NC_001143.9",174213,175616,"+",853712,"RPT1","YKL145W","NP_012777.1",467,"proteasome regulatory particle base subunit RPT1"
"chromosome XI","NC_001143.9",175843,176481,"-",853713,"RPC25","YKL144C","NP_012778.1",212,"DNA-directed RNA polymerase III subunit RPC25"
"chromosome XI","NC_001143.9",176781,178172,"+",853714,"LTV1","YKL143W","NP_012779.1",463,"Ltv1p"
"chromosome XI","NC_001143.9",178515,179174,"+",853715,"MRP8","YKL142W","NP_012780.1",219,"Mrp8p"
"chromosome XI","NC_001143.9",179667,180263,"+",853716,"SDH3","YKL141W","NP_012781.1",198,"succinate dehydrogenase cytochrome b subunit SDH3"
"chromosome XI","NC_001143.9",180779,182425,"+",853717,"TGL1","YKL140W","NP_012782.1",548,"sterol esterase"
"chromosome XI","NC_001143.9",182958,184544,"+",853718,"CTK1","YKL139W","NP_012783.1",528,"cyclin-dependent serine/threonine protein kinase CTK1"
"chromosome XI","NC_001143.9",184803,185012,"-",853719,"HSK3","YKL138C-A","NP_690844.1",69,"Hsk3p"
"chromosome XI","NC_001143.9",185286,185681,"-",853720,"MRPL31","YKL138C","NP_012784.1",131,"mitochondrial 54S ribosomal protein YmL31"
"chromosome XI","NC_001143.9",185957,186292,"+",853721,"CMC1","YKL137W","NP_012785.2",111,"Cmc1p"
"chromosome XI","NC_001143.9",186460,188640,"-",853723,"APL2","YKL135C","NP_012787.1",726,"Apl2p"
"chromosome XI","NC_001143.9",189124,191442,"-",853724,"OCT1","YKL134C","NP_012788.2",772,"metalloendopeptidase"
"chromosome XI","NC_001143.9",191679,193070,"-",853725,"RCI50","YKL133C","NP_012789.2",463,"Rci50p"
"chromosome XI","NC_001143.9",193574,194866,"-",853727,"RMA1","YKL132C","NP_012790.1",430,"putative tetrahydrofolate synthase"
"chromosome XI","NC_001143.9",195288,196028,"-",853728,"SHE2","YKL130C","NP_012792.1",246,"She2p"
"chromosome XI","NC_001143.9",196349,200167,"-",853729,"MYO3","YKL129C","NP_012793.2",1272,"myosin 3"
"chromosome XI","NC_001143.9",200884,201771,"-",853730,"PMU1","YKL128C","NP_012794.1",295,"putative phosphomutase"
"chromosome XI","NC_001143.9",203541,205253,"+",853732,"PGM1","YKL127W","NP_012795.1",570,"phosphoglucomutase PGM1"
"chromosome XI","NC_001143.9",205707,207749,"+",853733,"YPK1","YKL126W","NP_012796.1",680,"serine/threonine protein kinase YPK1"
"chromosome XI","NC_001143.9",208247,210130,"+",853734,"RRN3","YKL125W","NP_012797.1",627,"rDNA-binding RNA polymerase I transcriptional factor"
"chromosome XI","NC_001143.9",210593,212332,"+",853735,"SSH4","YKL124W","NP_012798.1",579,"Ssh4p"
"chromosome XI","NC_001143.9",212495,212998,"-",853737,"SRP21","YKL122C","NP_012800.1",167,"signal recognition particle subunit SRP21"
"chromosome XI","NC_001143.9",214142,216700,"+",853738,"DGR2","YKL121W","NP_012801.1",852,"Dgr2p"
"chromosome XI","NC_001143.9",217344,218318,"+",853739,"OAC1","YKL120W","NP_012802.1",324,"Oac1p"
"chromosome XI","NC_001143.9",218570,219217,"-",853741,"VPH2","YKL119C","NP_012803.1",215,"Vph2p"
"chromosome XI","NC_001143.9",220324,220974,"+",853743,"SBA1","YKL117W","NP_012805.1",216,"Hsp90 cochaperone SBA1"
"chromosome XI","NC_001143.9",221344,222900,"-",853744,"PRR1","YKL116C","NP_012806.1",518,"serine/threonine protein kinase PRR1"
"chromosome XI","NC_001143.9",223352,224455,"-",853746,"APN1","YKL114C","NP_012808.1",367,"DNA-(apurinic or apyrimidinic site) lyase APN1"
"chromosome XI","NC_001143.9",224727,225875,"-",853747,"RAD27","YKL113C","NP_012809.1",382,"multifunctional nuclease RAD27"
"chromosome XI","NC_001143.9",226570,228765,"+",853748,"ABF1","YKL112W","NP_012810.1",731,"DNA-binding protein ABF1"
"chromosome XI","NC_001143.9",228939,229880,"-",853750,"KTI12","YKL110C","NP_012812.1",313,"Kti12p"
"chromosome XI","NC_001143.9",232227,233891,"+",853751,"HAP4","YKL109W","NP_012813.1",554,"transcription factor HAP4"
"chromosome XI","NC_001143.9",234426,235787,"+",853752,"SLD2","YKL108W","NP_012814.1",453,"Sld2p"
"chromosome XI","NC_001143.9",236141,237070,"+",853753,,"YKL107W","NP_012815.1",309,"putative short-chain dehydrogenase/reductase"
"chromosome XI","NC_001143.9",237147,237266,"-",853754,,"YKL106C-A","NP_076898.1",39,"uncharacterized protein YKL106C-A"
"chromosome XI","NC_001143.9",237536,238891,"+",853755,"AAT1","YKL106W","NP_012816.1",451,"aspartate transaminase AAT1"
"chromosome XI","NC_001143.9",239185,242583,"-",853756,"SEG2","YKL105C","NP_012817.1",1132,"Seg2p"
"chromosome XI","NC_001143.9",243220,245373,"-",853757,"GFA1","YKL104C","NP_012818.1",717,"glutamine--fructose-6-phosphate transaminase (isomerizing) GFA1"
"chromosome XI","NC_001143.9",245032,245286,"+",65052911,,"YKL104W-A","NP_001381967.1",84,"uncharacterized protein YKL104W-A"
"chromosome XI","NC_001143.9",246138,247682,"-",853758,"APE1","YKL103C","NP_012819.1",514,"metalloaminopeptidase APE1"
"chromosome XI","NC_001143.9",248062,248367,"-",853759,,"YKL102C","NP_001335789.1",101,"uncharacterized protein YKL102C"
"chromosome XI","NC_001143.9",248920,253476,"+",853760,"HSL1","YKL101W","NP_012821.2",1518,"protein kinase HSL1"
"chromosome XI","NC_001143.9",253697,255460,"-",853761,"YPF1","YKL100C","NP_012822.1",587,"aspartic endopeptidase"
"chromosome XI","NC_001143.9",255720,256472,"-",853762,"UTP11","YKL099C","NP_012823.2",250,"rRNA-processing protein UTP11"
"chromosome XI","NC_001143.9",256770,257843,"+",853763,"MTC2","YKL098W","NP_012824.1",357,"Mtc2p"
"chromosome XI","NC_001143.9",258503,258913,"-",853764,,"YKL097C","NP_001335790.1",136,"uncharacterized protein YKL097C"
"chromosome XI","NC_001143.9",259073,259222,"-",1500486,,"YKL096C-B","NP_878110.1",49,"uncharacterized protein YKL096C-B"
"chromosome XI","NC_001143.9",259253,259531,"+",853765,"CWP2","YKL096W-A","NP_012826.1",92,"Cwp2p"
"chromosome XI","NC_001143.9",261132,261851,"+",853766,"CWP1","YKL096W","NP_012827.1",239,"Cwp1p"
"chromosome XI","NC_001143.9",262277,263113,"+",853767,"YJU2","YKL095W","NP_012828.1",278,"mRNA splicing protein YJU2"
"chromosome XI","NC_001143.9",263349,264290,"+",853768,"YJU3","YKL094W","NP_012829.1",313,"acylglycerol lipase"
"chromosome XI","NC_001143.9",264789,265808,"+",853769,"MBR1","YKL093W","NP_012830.1",339,"Mbr1p"
"chromosome XI","NC_001143.9",266145,269459,"-",853770,"BUD2","YKL092C","NP_012831.1",1104,"GTPase-activating protein BUD2"
"chromosome XI","NC_001143.9",269718,270650,"-",853771,,"YKL091C","NP_012832.1",310,"phosphatidylinositol/phosphatidylcholine-binding protein"
"chromosome XI","NC_001143.9",271878,273209,"+",853772,"CUE2","YKL090W","NP_012833.1",443,"Cue2p"
"chromosome XI","NC_001143.9",273394,275043,"+",853773,"MIF2","YKL089W","NP_012834.1",549,"Mif2p"
"chromosome XI","NC_001143.9",275283,276998,"+",853774,"CAB3","YKL088W","NP_012835.1",571,"phosphopantothenoylcysteine decarboxylase complex subunit CAB3"
"chromosome XI","NC_001143.9",277189,277863,"-",853775,"CYT2","YKL087C","NP_012836.1",224,"cytochrome c1 heme lyase CYT2"
"chromosome XI","NC_001143.9",278281,278664,"+",853776,"SRX1","YKL086W","NP_012837.1",127,"sulfiredoxin"
"chromosome XI","NC_001143.9",279123,280127,"+",853777,"MDH1","YKL085W","NP_012838.1",334,"malate dehydrogenase MDH1"
"chromosome XI","NC_001143.9",280509,280859,"+",853778,"HOT13","YKL084W","NP_012839.1",116,"Hot13p"
"chromosome XI","NC_001143.9",281025,282329,"-",853780,"RRP14","YKL082C","NP_012841.1",434,"ribosome biosynthesis protein RRP14"
"chromosome XI","NC_001143.9",282891,284455,"+",853781,"TEF4","YKL081W","NP_012842.1",412,"translation elongation factor EF1B gamma"
"chromosome XI","NC_001143.9",285030,286208,"+",853782,"VMA5","YKL080W","NP_012843.1",392,"H(+)-transporting V1 sector ATPase subunit C"
"chromosome XI","NC_001143.9",286603,288573,"+",853783,"SMY1","YKL079W","NP_012844.1",656,"Smy1p"
"chromosome XI","NC_001143.9",288845,291052,"+",853784,"DHR2","YKL078W","NP_012845.1",735,"RNA helicase"
"chromosome XI","NC_001143.9",291453,292631,"+",853785,"PSG1","YKL077W","NP_012846.1",392,"Psg1p"
"chromosome XI","NC_001143.9",292956,294308,"-",853787,"AAN1","YKL075C","NP_012848.1",450,"Aan1p"
"chromosome XI","NC_001143.9",294610,296193,"-",853788,"MUD2","YKL074C","NP_012849.1",527,"Mud2p"
"chromosome XI","NC_001143.9",296430,299075,"+",853789,"LHS1","YKL073W","NP_012850.1",881,"Hsp70 family chaperone LHS1"
"chromosome XI","NC_001143.9",299582,301882,"+",853790,"STB6","YKL072W","NP_012851.1",766,"Stb6p"
"chromosome XI","NC_001143.9",305114,305884,"+",853792,"OSI1","YKL071W","NP_012852.1",256,"Osi1p"
"chromosome XI","NC_001143.9",306211,306720,"+",853793,,"YKL070W","NP_012853.1",169,"uncharacterized protein YKL070W"
"chromosome XI","NC_001143.9",307285,307827,"+",853794,,"YKL069W","NP_012854.1",180,"L-methionine (R)-S-oxide reductase"
"chromosome XI","NC_001143.9",309206,309442,"+",1500487,,"YKL068W-A","NP_878111.1",78,"uncharacterized protein YKL068W-A"
"chromosome XI","NC_001143.9",310199,313078,"+",853796,"NUP100","YKL068W","NP_012855.1",959,"FG-nucleoporin NUP100"
"chromosome XI","NC_001143.9",314812,315273,"+",853798,"YNK1","YKL067W","NP_012856.1",153,"nucleoside diphosphate kinase"
"chromosome XI","NC_001143.9",315954,316175,"+",3799975,"DPC7","YKL065W-A","NP_001032580.1",73,"Dpc7p"
"chromosome XI","NC_001143.9",316437,317057,"-",853800,"YET1","YKL065C","NP_012858.2",206,"Yet1p"
"chromosome XI","NC_001143.9",317764,320673,"+",853801,"MNR2","YKL064W","NP_012859.1",969,"putative Mg(2+) transporter MNR2"
"chromosome XI","NC_001143.9",321015,321518,"-",853802,,"YKL063C","NP_012860.1",167,"uncharacterized protein YKL063C"
"chromosome XI","NC_001143.9",323228,325120,"+",853803,"MSN4","YKL062W","NP_012861.1",630,"stress-responsive transcriptional activator MSN4"
"chromosome XI","NC_001143.9",325771,326112,"+",853804,"BLI1","YKL061W","NP_012862.1",113,"Bli1p"
"chromosome XI","NC_001143.9",326408,327487,"-",853805,"FBA1","YKL060C","NP_012863.1",359,"fructose-bisphosphate aldolase FBA1"
"chromosome XI","NC_001143.9",328118,329443,"-",853806,"MPE1","YKL059C","NP_012864.1",441,"cleavage polyadenylation factor subunit MPE1"
"chromosome XI","NC_001143.9",330166,330534,"+",853807,"TOA2","YKL058W","NP_012865.1",122,"transcription initiation factor IIA subunit gamma"
"chromosome XI","NC_001143.9",330856,333969,"-",853808,"NUP120","YKL057C","NP_012866.1",1037,"Nup120p"
"chromosome XI","NC_001143.9",334412,334915,"-",853809,"TMA19","YKL056C","NP_012867.1",167,"Tma19p"
"chromosome XI","NC_001143.9",335321,336157,"-",853810,"OAR1","YKL055C","NP_012868.1",278,"3-oxoacyl"
"chromosome XI","NC_001143.9",336537,338753,"-",853811,"DEF1","YKL054C","NP_012869.1",738,"DNA damage-responsive RNA polymerase-degradation factor DEF1"
"chromosome XI","NC_001143.9",339182,339442,"-",853812,"MDM35","YKL053C-A","NP_012870.1",86,"Mdm35p"
"chromosome XI","NC_001143.9",339668,340546,"-",853814,"ASK1","YKL052C","NP_012872.2",292,"Ask1p"
"chromosome XI","NC_001143.9",341312,342373,"+",853815,"SFK1","YKL051W","NP_012873.1",353,"Sfk1p"
"chromosome XI","NC_001143.9",342852,345620,"-",853816,,"YKL050C","NP_012874.1",922,"uncharacterized protein YKL050C"
"chromosome XI","NC_001143.9",346075,346764,"-",853817,"CSE4","YKL049C","NP_012875.2",229,"centromeric DNA-binding histone H3-like protein CSE4"
"chromosome XI","NC_001143.9",347214,349136,"-",853818,"ELM1","YKL048C","NP_012876.1",640,"serine/threonine protein kinase ELM1"
"chromosome XI","NC_001143.9",349463,351013,"+",853819,"ANR2","YKL047W","NP_012877.1",516,"Anr2p"
"chromosome XI","NC_001143.9",351275,352624,"-",853820,"DCW1","YKL046C","NP_012878.1",449,"putative mannan endo-1,6-alpha-mannosidase"
"chromosome XI","NC_001143.9",353493,355079,"+",853821,"PRI2","YKL045W","NP_012879.1",528,"DNA primase subunit PRI2"
"chromosome XI","NC_001143.9",356322,356642,"+",853822,"MMO1","YKL044W","NP_001257684.1",106,"Mmo1p"
"chromosome XI","NC_001143.9",356748,357848,"+",853823,"PHD1","YKL043W","NP_012881.1",366,"Phd1p"
"chromosome XI","NC_001143.9",358475,359566,"+",853824,"SPC42","YKL042W","NP_012882.3",363,"Spc42p"
"chromosome XI","NC_001143.9",360143,360817,"+",853825,"VPS24","YKL041W","NP_012883.1",224,"ESCRT-III subunit protein VPS24"
"chromosome XI","NC_001143.9",361058,361828,"-",853826,"NFU1","YKL040C","NP_012884.3",256,"Nfu1p"
"chromosome XI","NC_001143.9",362622,364193,"+",853827,"PTM1","YKL039W","NP_012885.2",523,"Ptm1p"
"chromosome XI","NC_001143.9",365605,369117,"+",853828,"RGT1","YKL038W","NP_012886.3",1170,"Rgt1p"
"chromosome XI","NC_001143.9",369365,369721,"+",853829,"AIM26","YKL037W","NP_012887.1",118,"Aim26p"
"chromosome XI","NC_001143.9",369891,371390,"+",853830,"UGP1","YKL035W","NP_012889.3",499,"UTP glucose-1-phosphate uridylyltransferase"
"chromosome XI","NC_001143.9",371829,374105,"+",853832,"TUL1","YKL034W","NP_012890.1",758,"ubiquitin-protein ligase TUL1"
"chromosome XI","NC_001143.9",374505,375215,"+",853833,,"YKL033W-A","NP_012891.4",236,"putative hydrolase"
"chromosome XI","NC_001143.9",375456,378572,"+",853834,"TTI1","YKL033W","NP_012892.1",1038,"Tti1p"
"chromosome XI","NC_001143.9",380065,381858,"-",853836,"IXR1","YKL032C","NP_012893.3",597,"DNA-binding transcription repressor IXR1"
"chromosome XI","NC_001143.9",382716,384725,"-",853839,"MAE1","YKL029C","NP_012896.1",669,"malate dehydrogenase (oxaloacetate-decarboxylating)"
"chromosome XI","NC_001143.9",385758,387206,"+",853840,"TFA1","YKL028W","NP_012897.3",482,"transcription factor TFIIE subunit TFA1"
"chromosome XI","NC_001143.9",387562,388905,"+",853841,"TCD2","YKL027W","NP_012898.1",447,"tRNA threonylcarbamoyladenosine dehydratase"
"chromosome XI","NC_001143.9",389380,389883,"-",853842,"GPX1","YKL026C","NP_012899.3",167,"glutathione peroxidase GPX1"
"chromosome XI","NC_001143.9",390240,392279,"-",853843,"PAN3","YKL025C","NP_012900.1",679,"Pan3p"
"chromosome XI","NC_001143.9",392526,393140,"-",853844,"URA6","YKL024C","NP_012901.3",204,"bifunctional uridylate/adenylate kinase"
"chromosome XI","NC_001143.9",393146,393373,"-",3799976,"MIN9","YKL023C-A","NP_001032581.1",75,"Min9p"
"chromosome XI","NC_001143.9",393721,394554,"+",853845,"SKA1","YKL023W","NP_012902.4",277,"Ska1p"
"chromosome XI","NC_001143.9",394726,397248,"-",853846,"CDC16","YKL022C","NP_012903.1",840,"anaphase promoting complex subunit CDC16"
"chromosome XI","NC_001143.9",397344,398750,"-",853847,"MAK11","YKL021C","NP_012904.3",468,"Mak11p"
"chromosome XI","NC_001143.9",398832,402080,"-",853848,"SPT23","YKL020C","NP_012905.1",1082,"Spt23p"
"chromosome XI","NC_001143.9",402568,403518,"+",853849,"RAM2","YKL019W","NP_012906.3",316,"bifunctional protein farnesyltransferase/protein geranylgeranyltransferase"
"chromosome XI","NC_001143.9",403580,403879,"-",853850,"MCO12","YKL018C-A","NP_076899.1",99,"Mco12p"
"chromosome XI","NC_001143.9",404102,405091,"+",853851,"SWD2","YKL018W","NP_012907.3",329,"WD-repeat containing protein SWD2"
"chromosome XI","NC_001143.9",405190,407241,"-",853852,"HCS1","YKL017C","NP_012908.1",683,"ATP-dependent 5\\'-3\\' DNA helicase HCS1"
"chromosome XI","NC_001143.9",407465,407989,"-",853853,"ATP7","YKL016C","NP_012909.3",174,"F1F0 ATP synthase subunit d"
"chromosome XI","NC_001143.9",408544,411483,"+",853854,"PUT3","YKL015W","NP_012910.1",979,"Put3p"
"chromosome XI","NC_001143.9",411619,416913,"-",853855,"URB1","YKL014C","NP_012911.3",1764,"Urb1p"
"chromosome XI","NC_001143.9",417508,418023,"-",853856,"ARC19","YKL013C","NP_012912.1",171,"Arc19p"
"chromosome XI","NC_001143.9",418310,420061,"+",853857,"PRP40","YKL012W","NP_012913.3",583,"Prp40p"
"chromosome XI","NC_001143.9",420155,421216,"-",853858,"CCE1","YKL011C","NP_012914.1",353,"cruciform cutting endonuclease"
"chromosome XI","NC_001143.9",421424,425875,"-",853859,"UFD4","YKL010C","NP_012915.3",1483,"putative ubiquitin-protein ligase UFD4"
"chromosome XI","NC_001143.9",426242,426952,"+",853860,"MRT4","YKL009W","NP_012916.1",236,"Mrt4p"
"chromosome XI","NC_001143.9",427295,428551,"-",853861,"LAC1","YKL008C","NP_012917.3",418,"sphingosine N-acyltransferase LAC1"
