,gene AID,gene name,subject AID,subject name,gene product AID,subject product AID,gene product name,subject product name,COV
165,NP_009565.1,YBR011C,XP_505378.1,YALI0_F13541g,NP_009565.1,XP_505378.1,inorganic diphosphatase IPP1,YALI0F13541p,0.9930313588850174
166,NP_009570.1,YBR014C,XP_501474.1,YALI0_C05467g,NP_009570.1,XP_501474.1,glutathione-disulfide reductase GRX7,YALI0C05467p,0.4236453201970443
167,NP_009571.1,YBR015C,XP_500042.1,YALI0_A13585g,NP_009571.1,XP_500042.1,"alpha-1,2-mannosyltransferase MNN2",YALI0A13585p,0.8224455611390284
168,NP_009572.1,YBR016W,XP_504184.1,YALI0_E20383g,NP_009572.1,XP_504184.1,uncharacterized protein YBR016W,YALI0E20383p,0.2890625
169,NP_009573.1,YBR017C,XP_504876.1,YALI0_F01793g,NP_009573.1,XP_504876.1,Kap104p,YALI0F01793p,0.9814814814814816
170,NP_009574.1,YBR018C,XP_505809.1,YALI0_F23947g,NP_009574.1,XP_505809.1,UDP-glucose:hexose-1-phosphate uridylyltransferase,YALI0F23947p,0.9617486338797814
171,NP_009575.1,YBR019C,XP_504440.1,YALI0_E26829g,NP_009575.1,XP_504440.1,bifunctional UDP-glucose 4-epimerase/aldose 1-epimerase,YALI0E26829p,0.51931330472103
172,NP_009576.1,YBR020W,XP_501784.1,YALI0_C13090g,NP_009576.1,XP_501784.1,galactokinase,YALI0C13090p,0.9450757575757576
173,NP_009577.1,YBR021W,XP_502451.1,YALI0_D05621g,NP_009577.1,XP_502451.1,uracil permease,YALI0D05621p,0.8593996840442338
174,NP_009578.1,YBR022W,XP_499826.2,YALI0_A06908g,NP_009578.1,XP_499826.2,ADP-ribose 1\\'\\'-phosphate phosphatase,YALI0A06908p,0.9717514124293786
175,NP_009579.1,YBR023C,XP_502222.2,YALI0_C24354g,NP_009579.1,XP_502222.2,chitin synthase CHS3,YALI0C24354p,1.0171673819742488
176,NP_009580.1,YBR024W,XP_504291.1,YALI0_E23045g,NP_009580.1,XP_504291.1,putative thioredoxin peroxidase SCO2,YALI0E23045p,0.8305647840531561
177,NP_009581.1,YBR025C,XP_501394.1,YALI0_C03355g,NP_009581.1,XP_501394.1,Obg-like ATPase,YALI0C03355p,1.00253807106599
178,NP_009582.1,YBR026C,XP_502018.1,YALI0_C19624g,NP_009582.1,XP_502018.1,enoyl,YALI0C19624p,0.868421052631579
179,NP_009584.1,YBR028C,XP_501869.1,YALI0_C15444g,NP_009584.1,XP_501869.1,putative protein kinase YPK3,AGC family protein serine/threonine kinase domain-containing protein,0.7619047619047619
180,NP_009585.1,YBR029C,XP_503942.1,YALI0_E14443g,NP_009585.1,XP_503942.1,phosphatidate cytidylyltransferase,YALI0E14443p,0.9584245076586432
181,NP_009587.1,YBR031W,XP_501532.1,YALI0_C06820g,NP_009587.1,XP_501532.1,ribosomal 60S subunit protein L4A,60S ribosomal protein L4,1.0027624309392265
182,NP_009590.1,YBR034C,XP_504098.1,YALI0_E18282g,NP_009590.1,XP_504098.1,protein-arginine omega-N methyltransferase HMT1,YALI0E18282p,0.9166666666666666
183,NP_009591.1,YBR035C,XP_502816.1,YALI0_D14322g,NP_009591.1,XP_502816.1,pyridoxamine-phosphate oxidase PDX3,YALI0D14322p,0.9517543859649122
184,NP_009592.1,YBR036C,XP_505483.1,YALI0_F16093g,NP_009592.1,XP_505483.1,mannosylinositol phosphorylceramide synthase regulatory subunit,YALI0F16093p,0.5536585365853659
185,NP_009593.1,YBR037C,XP_504291.1,YALI0_E23045g,NP_009593.1,XP_504291.1,Cu-binding protein SCO1,YALI0E23045p,0.8542372881355932
186,NP_009594.1,YBR038W,XP_500969.1,YALI0_B16324g,NP_009594.1,XP_500969.1,chitin synthase CHS2,YALI0B16324p,0.7424714434060229
187,NP_009595.1,YBR039W,XP_504924.2,YALI0_F02893g,NP_009595.1,XP_504924.2,F1F0 ATP synthase subunit gamma,YALI0F02893p,0.9131832797427653
188,NP_009596.1,YBR040W,XP_500049.1,YALI0_A14069g,NP_009596.1,XP_500049.1,Fig1p,YALI0A14069p,0.8959731543624161
189,NP_009597.2,YBR041W,XP_504004.1,YALI0_E16016g,NP_009597.2,XP_504004.1,long-chain fatty acid transporter FAT1,YALI0E16016p,0.9566517189835576
190,NP_009598.1,YBR042C,XP_504926.1,YALI0_F02937g,NP_009598.1,XP_504926.1,putative acyltransferase,YALI0F02937p,0.9571788413098236
191,NP_009599.2,YBR043C,XP_504927.1,YALI0_F02959g,NP_009599.2,XP_504927.1,Qdr3p,YALI0F02959p,1.0101596516690856
192,NP_009600.2,YBR044C,XP_504920.1,YALI0_F02805g,NP_009600.2,XP_504920.1,Tcm62p,YALI0F02805p,0.7552447552447552
193,NP_009602.1,YBR046C,XP_503672.2,YALI0_E07766g,NP_009602.1,XP_503672.2,NADPH:quinone reductase,YALI0E07766p,0.7335329341317365
194,NP_009604.1,YBR048W,XP_505665.1,YALI0_F20482g,NP_009604.1,XP_505665.1,ribosomal 40S subunit protein S11B,40S ribosomal protein S11,0.9871794871794872
195,NP_009608.1,YBR052C,XP_500591.1,YALI0_B07007g,NP_009608.1,XP_500591.1,flavodoxin-like fold family protein,YALI0B07007p,0.9857142857142858
196,NP_009609.1,YBR053C,XP_505141.1,YALI0_F07931g,NP_009609.1,XP_505141.1,uncharacterized protein YBR053C,YALI0F07931p,0.8798882681564246
197,NP_009611.1,YBR055C,XP_502013.1,YALI0_C19426g,NP_009611.1,XP_502013.1,U4/U6-U5 snRNP complex subunit PRP6,YALI0C19426p,0.985539488320356
198,NP_009612.1,YBR056W,XP_504761.1,YALI0_E34155g,NP_009612.1,XP_504761.1,17-beta-hydroxysteroid dehydrogenase-like protein,YALI0E34155p,0.9640718562874252
199,NP_009613.1,YBR057C,XP_499613.2,YALI0_A00369g,NP_009613.1,XP_499613.2,Mum2p,YALI0A00369p,0.3961748633879781
200,NP_009614.2,YBR058C,XP_501002.1,YALI0_B17072g,NP_009614.2,XP_501002.1,ubiquitin-specific protease UBP14,YALI0B17072p,1.025608194622279
201,NP_009615.1,YBR059C,XP_002143079.1,YALI0_E22847g,NP_009615.1,XP_002143079.1,serine/threonine protein kinase AKL1,YALI0E22847p,0.2761732851985559
202,NP_009616.1,YBR060C,XP_503147.1,YALI0_D22330g,NP_009616.1,XP_503147.1,origin recognition complex subunit 2,YALI0D22330p,0.6403225806451613
203,NP_009617.3,YBR061C,XP_505481.1,YALI0_F16049g,NP_009617.3,XP_505481.1,tRNA methyltransferase TRM7,YALI0F16049p,1.0612903225806452
204,NP_009621.3,YBR065C,XP_504748.1,YALI0_E33847g,NP_009621.3,XP_504748.1,Ecm2p,YALI0E33847p,0.925824175824176
205,NP_009622.1,YBR066C,XP_501757.2,YALI0_C12364g,NP_009622.1,XP_501757.2,Nrg2p,YALI0C12364p,0.3272727272727272
206,NP_009624.4,YBR068C,XP_500977.1,YALI0_B16522g,NP_009624.4,XP_500977.1,branched-chain amino acid permease BAP2,YALI0B16522p,0.9655172413793104
207,NP_009625.1,YBR069C,XP_500977.1,YALI0_B16522g,NP_009625.1,XP_500977.1,amino acid transporter TAT1,YALI0B16522p,0.9660743134087236
208,NP_009626.1,YBR070C,XP_500760.1,YALI0_B11440g,NP_009626.1,XP_500760.1,N-acetylglucosaminyldiphosphodolichol N-acetylglucosaminyltransferase anchoring subunit ALG14,YALI0B11440p,0.8143459915611815
209,NP_009628.1,YBR072W,XP_501399.1,YALI0_C03465g,NP_009628.1,XP_501399.1,chaperone protein HSP26,YALI0C03465p,0.602803738317757
210,NP_009629.6,YBR073W,XP_504352.1,YALI0_E24431g,NP_009629.6,XP_504352.1,DNA-dependent ATPase RDH54,YALI0E24431p,0.8956158663883089
211,NP_009630.3,YBR074W,XP_501316.1,YALI0_C01133g,NP_009630.3,XP_501316.1,Pff1p,YALI0C01133p,0.9989754098360656
212,NP_009634.2,YBR078W,XP_502533.1,YALI0_D07480g,NP_009634.2,XP_502533.1,Ecm33p,YALI0D07480p,0.7552447552447552
213,NP_009635.1,YBR079C,XP_505601.1,YALI0_F18942g,NP_009635.1,XP_505601.1,translation initiation factor eIF3 core subunit a,YALI0F18942p,0.8672199170124482
214,NP_009636.3,YBR080C,XP_504542.1,YALI0_E29249g,NP_009636.3,XP_504542.1,AAA family ATPase SEC18,YALI0E29249p,0.9591029023746702
215,NP_009637.1,YBR081C,XP_504670.1,YALI0_E32109g,NP_009637.1,XP_504670.1,SAGA histone acetyltransferase complex subunit SPT7,YALI0E32109p,0.4016516516516517
216,NP_009638.1,YBR082C,XP_502855.1,YALI0_D15312g,NP_009638.1,XP_502855.1,E2 ubiquitin-conjugating protein UBC4,YALI0D15312p,0.972972972972973
217,NP_009640.1,YBR084W,XP_503399.1,YALI0_E01056g,NP_009640.1,XP_503399.1,trifunctional formate-tetrahydrofolate ligase/methenyltetrahydrofolate cyclohydrolase/methylenetetrahydrofolate dehydrogenase MIS1,YALI0E01056p,0.966153846153846
218,NP_009641.1,YBR084C-A,XP_504378.1,YALI0_E25025g,NP_009641.1,XP_504378.1,ribosomal 60S subunit protein L19A,60S ribosomal protein L19,0.9947089947089948
219,NP_009642.3,YBR085W,XP_499953.1,YALI0_A10659g,NP_009642.3,XP_499953.1,ADP/ATP carrier protein AAC3,ADP/ATP carrier protein,0.980456026058632
220,NP_009644.3,YBR087W,XP_502103.1,YALI0_C21692g,NP_009644.3,XP_502103.1,replication factor C subunit 5,YALI0C21692p,1.002824858757062
221,NP_009645.1,YBR088C,XP_502661.1,YALI0_D10571g,NP_009645.1,XP_502661.1,proliferating cell nuclear antigen,YALI0D10571p,0.9883720930232558
222,NP_009647.2,YBR089C-A,XP_501733.1,YALI0_C11671g,NP_009647.2,XP_501733.1,high-mobility group nucleosome-binding protein,YALI0C11671p,0.9595959595959596
223,NP_009649.1,YBR091C,XP_503621.1,YALI0_E06237g,NP_009649.1,XP_503621.1,Tim12p,YALI0E06237p,0.7889908256880734
224,NP_009650.1,YBR092C,XP_501537.1,YALI0_C06930g,NP_009650.1,XP_501537.1,acid phosphatase PHO3,YALI0C06930p,0.8950749464668094
225,NP_009651.3,YBR093C,XP_501537.1,YALI0_C06930g,NP_009651.3,XP_501537.1,acid phosphatase PHO5,YALI0C06930p,0.9036402569593148
226,NP_009652.2,YBR094W,XP_501725.1,YALI0_C11495g,NP_009652.2,XP_501725.1,putative tubulin tyrosine ligase,YALI0C11495p,1.00531208499336
227,NP_009653.2,YBR095C,XP_501726.2,YALI0_C11517g,NP_009653.2,XP_501726.2,Rxt2p,YALI0C11517p,0.4953488372093023
228,NP_009654.3,YBR096W,XP_500706.1,YALI0_B10131g,NP_009654.3,XP_500706.1,uncharacterized protein YBR096W,YALI0B10131p,0.8652173913043478
229,NP_009655.2,YBR097W,XP_504745.1,YALI0_E33774g,NP_009655.2,XP_504745.1,ubiquitin-binding serine/threonine protein kinase VPS15,YALI0E33774p,0.6753782668500687
230,NP_009659.3,YBR101C,XP_505273.1,YALI0_F11121g,NP_009659.3,XP_505273.1,Fes1p,YALI0F11121p,1.0
231,NP_009660.1,YBR102C,XP_505274.1,YALI0_F11143g,NP_009660.1,XP_505274.1,exocyst subunit EXO84,YALI0F11143p,0.9641434262948207
232,NP_009661.1,YBR103W,XP_504161.1,YALI0_E19767g,NP_009661.1,XP_504161.1,Sif2p,YALI0E19767p,0.2691588785046729
233,NP_009662.3,YBR104W,XP_504064.1,YALI0_E17457g,NP_009662.3,XP_504064.1,organic acid transporter,YALI0E17457p,0.945288753799392
234,NP_009663.1,YBR105C,XP_501954.1,YALI0_C17897g,NP_009663.1,XP_501954.1,glucose-induced degradation complex subunit VID24,YALI0C17897p,0.6988950276243094
235,NP_009664.1,YBR106W,XP_500495.1,YALI0_B04444g,NP_009664.1,XP_500495.1,Snd3p,YALI0B04444p,1.0159574468085106
236,NP_009667.1,YBR109C,XP_504759.1,YALI0_E34111g,NP_009667.1,XP_504759.1,calmodulin,YALI0E34111p,0.9931972789115646
237,NP_009668.3,YBR110W,XP_504760.1,YALI0_E34133g,NP_009668.3,XP_504760.1,"chitobiosyldiphosphodolichol beta-1,4 mannosyltransferase",YALI0E34133p,0.9955456570155902
238,NP_009669.1,YBR111C,XP_505895.1,YALI0_F26125g,NP_009669.1,XP_505895.1,ADP-ribose diphosphatase,YALI0F26125p,0.8311688311688312
239,NP_009670.3,YBR112C,XP_500610.1,YALI0_B07579g,NP_009670.3,XP_500610.1,transcription regulator CYC8,YALI0B07579p,0.4109730848861284
240,NP_009672.1,YBR114W,XP_504855.1,YALI0_F01232g,NP_009672.1,XP_504855.1,DNA repair protein RAD16,YALI0F01232p,0.8265822784810126
241,NP_009673.1,YBR115C,XP_503627.1,YALI0_E06457g,NP_009673.1,XP_503627.1,L-aminoadipate-semialdehyde dehydrogenase,YALI0E06457p,1.0186781609195403
242,NP_009675.3,YBR117C,XP_503628.1,YALI0_E06479g,NP_009675.3,XP_503628.1,transketolase TKL2,YALI0E06479p,0.998531571218796
243,NP_009676.1,YBR118W,XP_501628.1,YALI0_C09141g,NP_009676.1,XP_501628.1,translation elongation factor EF-1 alpha,YALI0C09141p,0.9847161572052402
244,NP_009677.1,YBR119W,XP_500857.1,YALI0_B13860g,NP_009677.1,XP_500857.1,Mud1p,YALI0B13860p,0.2516778523489933
245,NP_009679.2,YBR121C,XP_503947.1,YALI0_E14597g,NP_009679.2,XP_503947.1,glycine--tRNA ligase,YALI0E14597p,0.967016491754123
246,NP_009680.2,YBR122C,XP_503949.1,YALI0_E14641g,NP_009680.2,XP_503949.1,mitochondrial 54S ribosomal protein YmL36,YALI0E14641p,0.4632768361581921
247,NP_009681.3,YBR123C,XP_503950.1,YALI0_E14663g,NP_009681.3,XP_503950.1,transcription factor TFIIIC subunit TFC1,YALI0E14663p,0.74884437596302
248,NP_009683.1,YBR125C,XP_503956.1,YALI0_E14795g,NP_009683.1,XP_503956.1,type 2C protein phosphatase PTC4,YALI0E14795p,0.905852417302799
249,NP_009684.1,YBR126C,XP_503951.1,YALI0_E14685g,NP_009684.1,XP_503951.1,"alpha,alpha-trehalose-phosphate synthase (UDP-forming) TPS1",YALI0E14685p,0.9393939393939394
250,NP_009685.3,YBR127C,XP_504463.1,YALI0_E27346g,NP_009685.3,XP_504463.1,H(+)-transporting V1 sector ATPase subunit B,YALI0E27346p,0.9613152804642168
251,NP_009687.1,YBR129C,XP_500058.1,YALI0_A14476g,NP_009687.1,XP_500058.1,Opy1p,YALI0A14476p,0.2896341463414634
252,NP_009690.1,YBR132C,XP_501566.1,YALI0_C07678g,NP_009690.1,XP_501566.1,Agp2p,YALI0C07678p,0.8439597315436241
253,NP_009691.1,YBR133C,XP_504107.1,YALI0_E18524g,NP_009691.1,XP_504107.1,protein arginine N-methyltransferase,YALI0E18524p,0.8464328899637243
254,NP_009693.3,YBR135W,XP_505590.1,YALI0_F18700g,NP_009693.3,XP_505590.1,cyclin-dependent protein kinase regulatory subunit CKS1,YALI0F18700p,0.6266666666666667
255,NP_009694.3,YBR136W,XP_505672.1,YALI0_F20636g,NP_009694.3,XP_505672.1,protein kinase MEC1,YALI0F20636p,0.5287162162162162
256,NP_009695.2,YBR137W,XP_500545.1,YALI0_B05808g,NP_009695.2,XP_500545.1,uncharacterized protein YBR137W,YALI0B05808p,0.8938547486033519
257,NP_009697.3,YBR139W,XP_500219.1,YALI0_A18810g,NP_009697.3,XP_500219.1,carboxypeptidase C,YALI0A18810p,0.8326771653543307
258,NP_009698.3,YBR140C,XP_500608.1,YALI0_B07535g,NP_009698.3,XP_500608.1,GTPase-activating protein IRA1,YALI0B07535p,0.6002587322121604
259,NP_009699.2,YBR141C,XP_506034.1,YALI0_F30085g,NP_009699.2,XP_506034.1,25S rRNA (adenine2142-N1)-methyltransferase,YALI0F30085p,0.7270029673590505
260,NP_009700.1,YBR142W,XP_499768.1,YALI0_A04939g,NP_009700.1,XP_499768.1,putative ATP-dependent RNA helicase,YALI0A04939p,0.6908150064683053
261,NP_009701.3,YBR143C,XP_504906.1,YALI0_F02453g,NP_009701.3,XP_504906.1,translation termination factor eRF1,YALI0F02453p,0.9748283752860412
262,NP_009703.3,YBR145W,XP_500127.1,YALI0_A16379g,NP_009703.3,XP_500127.1,alcohol dehydrogenase ADH5,YALI0A16379p,0.9857549857549858
263,NP_009704.1,YBR146W,XP_500556.1,YALI0_B06116g,NP_009704.1,XP_500556.1,mitochondrial 37S ribosomal protein MRPS9,YALI0B06116p,0.8884892086330936
264,NP_009705.1,YBR147W,XP_505016.1,YALI0_F05060g,NP_009705.1,XP_505016.1,cationic amino acid transporter,YALI0F05060p,0.9797297297297296
265,NP_009707.3,YBR149W,XP_501796.1,YALI0_C13508g,NP_009707.3,XP_501796.1,D-arabinose 1-dehydrogenase (NAD(P)(+)) ARA1,YALI0C13508p,0.8604651162790697
266,NP_009709.1,YBR151W,XP_502334.1,YALI0_D02651g,NP_009709.1,XP_502334.1,Apd1p,YALI0D02651p,0.2753164556962025
267,NP_009711.3,YBR153W,XP_502488.1,YALI0_D06501g,NP_009711.3,XP_502488.1,"2,5-diamino-6-(ribosylamino)-4(3H)-pyrimidinone 5\\'-phosphate reductase",YALI0D06501p,1.0
268,NP_009712.1,YBR154C,XP_502486.1,YALI0_D06457g,NP_009712.1,XP_502486.1,DNA-directed RNA polymerase core subunit RPB5,YALI0D06457p,0.9534883720930232
269,NP_009713.1,YBR155W,XP_505237.1,YALI0_F10153g,NP_009713.1,XP_505237.1,HSP70/90 family co-chaperone CNS1,YALI0F10153p,0.9506493506493506
270,NP_009716.1,YBR158W,XP_503537.1,YALI0_E04356g,NP_009716.1,XP_503537.1,Amn1p,YALI0E04356p,0.7723132969034608
271,NP_009717.1,YBR159W,XP_499820.1,YALI0_A06787g,NP_009717.1,XP_499820.1,ketoreductase,YALI0A06787p,0.9279538904899136
272,NP_009718.3,YBR160W,XP_500733.1,YALI0_B10758g,NP_009718.3,XP_500733.1,cyclin-dependent serine/threonine-protein kinase CDC28,YALI0B10758p,0.9798657718120806
273,NP_009720.1,YBR162C,XP_500181.2,YALI0_A17919g,NP_009720.1,XP_500181.2,Tos1p,YALI0A17919p,1.0131868131868131
274,NP_009723.3,YBR164C,XP_506076.2,YALI0_F31009g,NP_009723.3,XP_506076.2,Arf family GTPase ARL1,YALI0F31009p,1.0
275,NP_009725.1,YBR166C,XP_505545.1,YALI0_F17644g,NP_009725.1,XP_505545.1,prephenate dehydrogenase (NADP(+)),YALI0F17644p,0.9623893805309734
276,NP_009726.3,YBR167C,XP_499679.1,YALI0_A02178g,NP_009726.3,XP_499679.1,ribonuclease P/MRP protein subunit POP7,YALI0A02178p,1.0142857142857142
277,NP_009727.3,YBR168W,XP_503356.1,YALI0_D27302g,NP_009727.3,XP_503356.1,Pex32p,YALI0D27302p,1.0702179176755449
278,NP_009728.1,YBR169C,XP_503894.1,YALI0_E13255g,NP_009728.1,XP_503894.1,adenyl-nucleotide exchange factor SSE2,YALI0E13255p,0.984126984126984
279,NP_009729.1,YBR170C,XP_503893.2,YALI0_E13233g,NP_009729.1,XP_503893.2,nuclear protein localization protein 4,YALI0E13233p,1.013793103448276
280,NP_009730.3,YBR171W,XP_503892.1,YALI0_E13211g,NP_009730.3,XP_503892.1,Sec63 complex subunit SEC66,YALI0E13211p,0.7524271844660194
281,NP_009732.1,YBR173C,XP_503889.1,YALI0_E13145g,NP_009732.1,XP_503889.1,Ump1p,YALI0E13145p,0.7567567567567568
282,NP_009734.1,YBR175W,XP_501402.1,YALI0_C03520g,NP_009734.1,XP_501402.1,Swd3p,YALI0C03520p,0.2603174603174603
283,NP_009735.3,YBR176W,XP_501077.1,YALI0_B18898g,NP_009735.3,XP_501077.1,3-methyl-2-oxobutanoate hydroxymethyltransferase,YALI0B18898p,0.907051282051282
284,NP_009736.3,YBR177C,XP_501075.1,YALI0_B18854g,NP_009736.3,XP_501075.1,medium-chain fatty acid ethyl ester synthase/esterase,YALI0B18854p,0.9578713968957872
285,NP_009738.1,YBR179C,XP_505182.1,YALI0_F08899g,NP_009738.1,XP_505182.1,mitofusin,YALI0F08899p,0.9005847953216374
286,NP_009739.1,YBR180W,XP_504962.1,YALI0_F03751g,NP_009739.1,XP_504962.1,Dtr1p,YALI0F03751p,0.9807692307692308
287,NP_009740.3,YBR181C,XP_505593.1,YALI0_F18766g,NP_009740.3,XP_505593.1,ribosomal 40S subunit protein S6B,40S ribosomal protein S6,1.0
288,NP_009742.1,YBR183W,XP_503066.1,YALI0_D20262g,NP_009742.1,XP_503066.1,phytoceramidase,YALI0D20262p,0.9367088607594936
289,NP_009744.3,YBR185C,XP_501104.1,YALI0_B19646g,NP_009744.3,XP_501104.1,Mba1p,YALI0B19646p,0.8453237410071942
290,NP_009745.2,YBR186W,XP_505319.1,YALI0_F12155g,NP_009745.2,XP_505319.1,Pch2p,YALI0F12155p,0.3191489361702128
291,NP_009746.1,YBR187W,XP_501551.1,YALI0_C07304g,NP_009746.1,XP_501551.1,putative ribosome biosynthesis protein GDT1,YALI0C07304p,0.9607142857142856
292,NP_009748.3,YBR189W,XP_505037.1,YALI0_F05544g,NP_009748.3,XP_505037.1,ribosomal 40S subunit protein S9B,40S ribosomal protein S9,0.9282051282051282
293,NP_009750.1,YBR191W,XP_505036.1,YALI0_F05522g,NP_009750.1,XP_505036.1,ribosomal 60S subunit protein L21A,60S ribosomal protein L21,1.00625
294,NP_009751.1,YBR192W,XP_505035.1,YALI0_F05500g,NP_009751.1,XP_505035.1,Rim2p,YALI0F05500p,0.9814323607427056
295,NP_009752.3,YBR193C,XP_500410.1,YALI0_B02068g,NP_009752.3,XP_500410.1,Med8p,YALI0B02068p,0.9282511210762332
296,NP_009754.1,YBR195C,XP_504496.1,YALI0_E28226g,NP_009754.1,XP_504496.1,Msi1p,YALI0E28226p,0.2938388625592417
297,NP_009755.1,YBR196C,XP_505131.1,YALI0_F07711g,NP_009755.1,XP_505131.1,glucose-6-phosphate isomerase,YALI0F07711p,0.9945848375451264
298,NP_009757.1,YBR198C,XP_500875.1,YALI0_B14245g,NP_009757.1,XP_500875.1,chromatin modification protein,YALI0B14245p,0.956140350877193
299,NP_009758.3,YBR199W,XP_503435.1,YALI0_E01892g,NP_009758.3,XP_503435.1,putative mannosyltransferase,YALI0E01892p,0.7543103448275862
300,NP_009759.3,YBR200W,XP_505956.1,YALI0_F27643g,NP_009759.3,XP_505956.1,phosphatidylinositol-3-phosphate-binding protein BEM1,YALI0F27643p,0.8874773139745916
301,NP_009761.4,YBR202W,XP_501070.1,YALI0_B18722g,NP_009761.4,XP_501070.1,mini-chromosome maintenance complex protein 7,YALI0B18722p,0.9644970414201184
302,NP_009763.2,YBR204C,XP_500952.1,YALI0_B15950g,NP_009763.2,XP_500952.1,triacylglycerol lipase,YALI0B15950p,0.8693333333333333
303,NP_009764.3,YBR205W,XP_499811.1,YALI0_A06589g,NP_009764.3,XP_499811.1,mannosyltransferase KTR3,YALI0A06589p,0.7871287128712872
304,NP_009766.4,YBR207W,XP_499767.1,YALI0_A04917g,NP_009766.4,XP_499767.1,Fth1p,YALI0A04917p,0.7913978494623656
305,NP_009767.1,YBR208C,XP_503658.1,YALI0_E07271g,NP_009767.1,XP_503658.1,bifunctional urea carboxylase/allophanate hydrolase,YALI0E07271p,1.0
306,NP_009769.1,YBR210W,XP_505312.2,YALI0_F12001g,NP_009769.1,XP_505312.2,Erv15p,YALI0F12001p,0.908450704225352
307,NP_009771.3,YBR212W,XP_502423.2,YALI0_D04917g,NP_009771.3,XP_502423.2,Ngr1p,YALI0D04917p,0.6026785714285714
308,NP_009772.1,YBR213W,XP_503817.1,YALI0_E11385g,NP_009772.1,XP_503817.1,bifunctional precorrin-2 dehydrogenase/sirohydrochlorin ferrochelatase MET8,YALI0E11385p,0.9233576642335768
309,NP_009773.1,YBR214W,XP_504058.1,YALI0_E17325g,NP_009773.1,XP_504058.1,Sds24p,YALI0E17325p,0.5787476280834914
310,NP_009775.3,YBR216C,XP_500469.1,YALI0_B03762g,NP_009775.3,XP_500469.1,Ybp1p,YALI0B03762p,0.9421364985163204
311,NP_009776.1,YBR217W,XP_506021.1,YALI0_F29689g,NP_009776.1,XP_506021.1,Atg12p,YALI0F29689p,0.4838709677419355
312,NP_009777.1,YBR218C,XP_502210.1,YALI0_C24101g,NP_009777.1,XP_502210.1,pyruvate carboxylase 2,YALI0C24101p,0.9838983050847456
313,NP_009778.3,YBR219C,XP_504447.1,YALI0_E26983g,NP_009778.3,XP_504447.1,uncharacterized protein YBR219C,YALI0E26983p,0.8110236220472441
314,NP_009779.3,YBR220C,XP_504447.1,YALI0_E26983g,NP_009779.3,XP_504447.1,uncharacterized protein YBR220C,YALI0E26983p,0.9964285714285714
315,NP_009780.1,YBR221C,XP_504448.1,YALI0_E27005g,NP_009780.1,XP_504448.1,pyruvate dehydrogenase (acetyl-transferring) subunit E1 beta,YALI0E27005p,0.8989071038251366
316,NP_009781.3,YBR222C,XP_503878.1,YALI0_E12859g,NP_009781.3,XP_503878.1,Pcs60p,YALI0E12859p,0.994475138121547
317,NP_009782.3,YBR223C,XP_502538.1,YALI0_D07590g,NP_009782.3,XP_502538.1,tyrosyl-DNA phosphodiesterase 1,YALI0D07590p,0.7702205882352942
318,NP_009786.1,YBR227C,XP_500482.1,YALI0_B04158g,NP_009786.1,XP_500482.1,Mcx1p,YALI0B04158p,0.946153846153846
319,NP_009787.3,YBR228W,XP_505695.1,YALI0_F21131g,NP_009787.3,XP_505695.1,endonuclease,YALI0F21131p,0.9802631578947368
320,NP_009788.3,YBR229C,XP_500574.1,YALI0_B06600g,NP_009788.3,XP_500574.1,"glucan 1,3-alpha-glucosidase ROT2",YALI0B06600p,0.940251572327044
321,NP_009792.3,YBR233W,XP_502015.2,YALI0_C19558g,NP_009792.3,XP_502015.2,Pbp2p,YALI0C19558p,0.3728813559322034
322,NP_009793.1,YBR234C,XP_501014.1,YALI0_B17380g,NP_009793.1,XP_501014.1,Arc40p,YALI0B17380p,0.9973958333333334
323,NP_009794.3,YBR235W,XP_500492.1,YALI0_B04378g,NP_009794.3,XP_500492.1,Vhc1p,YALI0B04378p,0.9848214285714286
324,NP_009795.3,YBR236C,XP_501801.1,YALI0_C13618g,NP_009795.3,XP_501801.1,mRNA (guanine-N7)-methyltransferase,YALI0C13618p,0.7293577981651376
325,NP_009796.1,YBR237W,XP_504478.1,YALI0_E27715g,NP_009796.1,XP_504478.1,DEAD-box RNA helicase PRP5,YALI0E27715p,0.5371024734982333
326,NP_009798.3,YBR239C,XP_503498.1,YALI0_E03410g,NP_009798.3,XP_503498.1,Ert1p,YALI0E03410p,0.3667296786389414
327,NP_009800.1,YBR241C,XP_501172.1,YALI0_B21230g,NP_009800.1,XP_501172.1,Vvs1p,YALI0B21230p,0.9528688524590164
328,NP_009801.1,YBR242W,XP_500979.1,YALI0_B16566g,NP_009801.1,XP_500979.1,5\\'-deoxynucleotidase,YALI0B16566p,0.8823529411764706
329,NP_009802.3,YBR243C,XP_500980.1,YALI0_B16588g,NP_009802.3,XP_500980.1,UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase,YALI0B16588p,0.984375
330,NP_009803.3,YBR244W,XP_503454.1,YALI0_E02310g,NP_009803.3,XP_503454.1,glutathione peroxidase GPX2,YALI0E02310p,0.9876543209876544
331,NP_009804.1,YBR245C,XP_502458.1,YALI0_D05775g,NP_009804.1,XP_502458.1,chromatin-remodeling ATPase ISW1,YALI0D05775p,0.8768821966341895
332,NP_009805.1,YBR246W,XP_503496.1,YALI0_E03366g,NP_009805.1,XP_503496.1,diphthamide synthase,YALI0E03366p,1.0335917312661498
